Netherlands;2015;33.6%;33.6;0,336;address register;CAPI;EWCS
Netherlands;2010;37.4%;37.4;0,374;address register;CAPI;EWCS
Poland;2015;55.7%;55.7;0,557;national register;CAPI;EWCS
Poland;2010;43.8%;43.8;0,438;national register;CAPI;EWCS
Portugal;2015;54.8%;54.8;0,548;random route;CAPI;EWCS
Portugal;2010;43.7%;43.7;0,437;random route;CAPI;EWCS
Romania;2015;55.1%;55.1;0,551;random route;CAPI;EWCS
Romania;2010;58.7%;58.7;0,587;random route;CAPI;EWCS
Slovakia;2015;65.4%;65.4;0,654;random route;CAPI;EWCS
Slovakia;2010;57.2%;57.2;0,572;random route;CAPI;EWCS
Slovenia;2015;46.5%;46.5;0,465;random route;CAPI;EWCS
Slovenia;2010;41.8%;41.8;0,418;national register;CAPI;EWCS
Spain;2015;31.4%;31.4;0,314;random route;CAPI;EWCS
Spain;2010;31.3%;31.3;0,313;address register;CAPI;EWCS
Sweden;2015;10.9%;10.9;0,109;national register;CAPI;EWCS
Sweden;2010;34.8%;34.8;0,348;national register;CAPI;EWCS
Albania;2015;78.0%;78.0;0,78;random route;CAPI;EWCS
Albania;2010;57.9%;57.9;0,579;random route;CAPI;EWCS
Iceland;;;;;;;EWCS
Iceland;;;;;;;EWCS
Montenegro;2015;71.1%;71.1;0,711;address register;CAPI;EWCS
Montenegro;2010;59.2%;59.2;0,592;random route;CAPI;EWCS
North Macedonia (FYROM);2015;75.1%;75.1;0,751;random route;CAPI;EWCS
North Macedonia (FYROM);2010;68.2%;68.2;0,682;random route;CAPI;EWCS
Norway;2015;32.7%;32.7;0,327;national register;CAPI;EWCS
Norway;2010;31.8%;31.8;0,318;national register;CAPI;EWCS
Serbia;2015;53.8%;53.8;0,538;random route;CAPI;EWCS
Serbia;;;;;;;EWCS
Switzerland;2015;51.2%;51.2;0,512;random route;CAPI;EWCS
Switzerland;;;;;;;EWCS
Turkey;2015;36.1%;36.1;0,361;address register;CAPI;EWCS
Turkey;2010;56.3%;56.3;0,563;random route;CAPI;EWCS
United Kingdom;2015;41.2%;41.2;0,412;address register;CAPI;EWCS
United Kingdom;2010;37.3;37.3;;address register;CAPI;EWCS
Austria;2016;34,00%;0,34;0,34;postal address file;CAPI;EQLS
Austria;2012;;;;national register;CAPI;EQLS
Belgium;2016;39,00%;0,39;0,39;national register;CAPI;EQLS
Belgium;2012;;;;national register;CAPI;EQLS
Bulgaria;2016;58,00%;0,58;0,58;;CAPI;EQLS
Bulgaria;2012;;;;;PAPI;EQLS
Croatia;2016;50,00%;0,5;0,5;;CAPI;EQLS
Croatia;2012;;;;;PAPI;EQLS
Cyprus;2016;51,00%;0,51;0,51;;CAPI;EQLS
Cyprus;2012;;;;;PAPI;EQLS
Czechia;2016;58,00%;0,58;0,58;dwelling register;CAPI;EQLS
Czechia;2012;;;;national register;CAPI;EQLS
Denmark;2016;34,00%;0,34;0,34;national register;CAPI;EQLS
Denmark;2012;;;;national register;PAPI;EQLS
Estonia;2016;42,00%;0,42;0,42;national register;CAPI;EQLS
Estonia;2012;;;;;CAPI;EQLS
Finland;2016;35,00%;0,35;0,35;national register;CAPI;EQLS
Finland;2012;;;;national register;CAPI;EQLS
France;2016;31,00%;0,31;0,31;;CAPI;EQLS
France;2012;;;;;CAPI;EQLS
Germany;2016;18,00%;0,18;0,18;;CAPI;EQLS
Germany;2012;;;;;CAPI;EQLS
Greece;2016;25,00%;0,25;0,25;;CAPI;EQLS
Greece;2012;;;;;PAPI;EQLS
Hungary;2016;52,00%;0,52;0,52;;CAPI;EQLS
Hungary;2012;;;;national register;CAPI;EQLS
Ireland;2016;48,00%;0,48;0,48;dwelling register;CAPI;EQLS
Ireland;2012;;;;dwelling register;CAPI;EQLS
Italy;2016;25,00%;0,25;0,25;;CAPI;EQLS
Italy;2012;;;;;CAPI;EQLS
Latvia;2016;44,00%;0,44;0,44;address register;CAPI;EQLS
Latvia;2012;;;;address register;CAPI;EQLS
Lithuania;2016;33,00%;0,33;0,33;address register;CAPI;EQLS
Lithuania;2012;;;;;CAPI;EQLS
Luxembourg;2016;22,00%;0,22;0,22;;CAPI;EQLS
Luxembourg;2012;;;;national register;CAPI;EQLS
Malta;2016;50,00%;0,5;0,5;electoral register;CAPI;EQLS
Malta;2012;;;;electoral register;CAPI;EQLS
Netherlands;2016;29,00%;0,29;0,29;postal address file;CAPI;EQLS
Netherlands;2012;;;;postal address file;CAPI;EQLS
Poland;2016;33,00%;0,33;0,33;national register;CAPI;EQLS
Poland;2012;;;;national register;CAPI;EQLS
Portugal;2016;50,00%;0,5;0,5;;CAPI;EQLS
Portugal;2012;;;;;CAPI;EQLS
Romania;2016;54,00%;0,54;0,54;;CAPI;EQLS
Romania;2012;;;;;CAPI;EQLS
Slovakia;2016;55,00%;0,55;0,55;address register;CAPI;EQLS
Slovakia;2012;;;;;PAPI;EQLS
Slovenia;2016;46,00%;0,46;0,46;national register;CAPI;EQLS
Slovenia;2012;;;;national register;PAPI;EQLS
Spain;2016;50,00%;0,5;0,5;national register;CAPI;EQLS
Spain;2012;;;;;CAPI;EQLS
Sweden;2016;16,00%;0,16;0,16;national register;CAPI;EQLS
Sweden;2012;;;;national register;PAPI;EQLS
Albania;2016;56,00%;0,56;0,56;;CAPI;EQLS
Albania;2012;;;;;;EQLS
Iceland;;;;;;;EQLS
Iceland;2012;;;;national register;CAPI;EQLS
Montenegro;2016;60,00%;0,6;0,6;;CAPI;EQLS
Montenegro;2012;;;;;CAPI;EQLS
North Macedonia (FYROM);2016;69,00%;0,69;0,69;;CAPI;EQLS
North Macedonia (FYROM);2012;;;;;PAPI;EQLS
Norway;;;;;;;EQLS
Norway;;;;;;;EQLS
Serbia;2016;68,00%;0,68;0,68;;CAPI;EQLS
Serbia;2012;;;;;PAPI;EQLS
Switzerland;;;;;;;EQLS
Switzerland;;;;;;;EQLS
Turkey;2016;62,00%;0,62;0,62;;CAPI;EQLS
Turkey;2012;;;;;PAPI;EQLS
United Kingdom;2016;31,00%;0,31;0,31;address register;CAPI;EQLS
United Kingdom;2012;;;;address register;CAPI;EQLS
Austria;2018;50.84%;50.84;0,5084;postal address file;CAPI;ESS
Austria;2016;52.54%;52.54;0,5254;postal address file;;ESS
Belgium;2018;57.63%;57.63;0,5763;national register;CAPI;ESS
Belgium;2016;56.8%;56.8;0,568;national register;;ESS
Bulgaria;2018;69.36%;69.36;0,6936;dwelling register;CAPI;ESS
Bulgaria;;;;;;;ESS
Croatia;;;;;;;ESS
Croatia;;;;;;;ESS
Cyprus;2018;53.35%;53.35;0,5335;electricity register;CAPI;ESS
Cyprus;;;;;;;ESS
Czechia;2018;67.36%;67.36;0,6736;address register;CAPI;ESS
Czechia;2016;68.45%;68.45;0,6845;address register;;ESS
Denmark;2014;51.85%;51.85;0,5185;national register;CAPI;ESS
Denmark;;;;;;;ESS
Estonia;2018;62.73%;62.73;0,6273;national register;CAPI;ESS
Estonia;2016;68.44%;68.44;0,6844;national register;;ESS
Finland;2018;51.82%;51.82;0,5182;national register;CAPI;ESS
Finland;2016;57.67%;57.67;0,5767;national register;;ESS
France;2018;48.11%;48.11;0,4811;dwelling register;CAPI;ESS
France;2016;52.38%;52.38;0,5238;dwelling register;;ESS
Germany;2018;27.56%;27.56;0,2756;local register;CAPI;ESS
Germany;2016;30.61;30.61;0,3061;local register;;ESS
Greece;;;;;;;ESS
Greece;;;;;;;ESS
Hungary;2018;40.73%;40.73;0,4073;national register;CAPI;ESS
Hungary;2016;42.71%;42.71;0,4271;national register;;ESS
Ireland;2018;61.95%;61.95;0,6195;postal address file;CAPI;ESS
Ireland;2016;64,46%;0,6446;0,006446;postal address file;;ESS
Italy;2018;51.93%;51.93;0,5193;national register;CAPI;ESS
Italy;2016;49.74%;49.74;0,4974;national register;;ESS
Latvia;;;;;;;ESS
Latvia;;;;;;;ESS
Lithuania;2016;64.03%;64.03;0,6403;address register;CAPI;ESS
Lithuania;2014;68.87%;68.87;0,6887;address register;;ESS
Luxembourg;;;;;;;ESS
Luxembourg;;;;;;;ESS
Malta;;;;;;;ESS
Malta;;;;;;;ESS
Netherlands;2018;49.61%;49.61;0,4961;national register;CAPI;ESS
Netherlands;2016;52.99%;52.99;0,5299;postal address file;;ESS
Poland;2018;60.36%;60.36;0,6036;national register;CAPI;ESS
Poland;2016;69.63%;69.63;0,6963;national register;;ESS
Portugal;2016;45.00%;45.00;0,45;electricity register;CAPI;ESS
Portugal;2014;43.00%;43.00;0,43;random route;;ESS
Romania;;;;;;;ESS
Romania;;;;;;;ESS
Slovakia;;;;;;;ESS
Slovakia;;;;;;;ESS
Slovenia;2018;64.11%;64.11;0,6411;national register;CAPI;ESS
Slovenia;2016;55.93%;55.93;0,5593;national register;;ESS
Spain;2016;67.66%;67.66;0,6766;national register;CAPI;ESS
Spain;2014;67.85%;67.85;0,6785;national register;;ESS
Sweden;2016;43.01%;43.01;0,4301;national register;;ESS
Sweden;2014;50.10%;50.10;0,501;national register;;ESS
Albania;;;;;;;ESS
Albania;;;;;;;ESS
Iceland;2016;45.81%;45.81;0,4581;national register;CAPI;ESS
Iceland;;;;;;;ESS
Montenegro;;;;;;;ESS
Montenegro;;;;;;;ESS
North Macedonia (FYROM);;;;;;;ESS
North Macedonia (FYROM);;;;;;;ESS
Norway;2018;43.31%;43.31;0,4331;national register;CAPI;ESS
Norway;2016;52.82;52.82;0,5282;national register;;ESS
Serbia;2018;57.88%;57.88;0,5788;dwelling register;CAPI;ESS
Serbia;;;;;;;ESS
Switzerland;2018;51.81%;51.81;0,5181;national register;CAPI;ESS
Switzerland;2016;52.21%;52.21;0,5221;national register;;ESS
Turkey;;;;;;;ESS
Turkey;;;;;;;ESS
United Kingdom;2018;41.04%;41.04;0,4104;postal address file;CAPI;ESS
United Kingdom;2016;43.0%;43.0;0,43;postal address file;;ESS
Austria;;39,20%;0,392;0,392;national register;CAPI;SHARE
Austria;;44,30%;0,443;0,443;telephone directory;;SHARE
Belgium;;43,90%;0,439;0,439;national register;CAPI;SHARE
Belgium;;34,20%;0,342;0,342;national register;;SHARE
Bulgaria;;61,60%;0,616;0,616;national register;CAPI;SHARE
Bulgaria;;;;;;;SHARE
Croatia;;34,30%;0,343;0,343;;CAPI;SHARE
Croatia;;35,70%;0,357;0,357;;;SHARE
Cyprus;;48,70%;0,487;0,487;telephone directory;;SHARE
Cyprus;;;;;;;SHARE
Czechia;;53,90%;0,539;0,539;;CAPI;SHARE
Czechia;;43,30%;0,433;0,433;;;SHARE
Denmark;;59,50%;0,595;0,595;national register;CAPI;SHARE
Denmark;;65,20%;0,652;0,652;national register;;SHARE
Estonia;;55,90%;0,559;0,559;national register;CAPI;SHARE
Estonia;;61,10%;0,611;0,611;national register;;SHARE
Finland;;60,10%;0,601;0,601;national register;;SHARE
Finland;;;;;;;SHARE
France;;56,30%;0,563;0,563;national register;CAPI;SHARE
France;;69,90%;0,699;0,699;national register;;SHARE
Germany;;34,20%;0,342;0,342;national register;CAPI;SHARE
Germany;;48,80%;0,488;0,488;national register;;SHARE
Greece;;63,30%;0,633;0,633;postal address file;CAPI;SHARE
Greece;;54,40%;0,544;0,544;telephone directory;;SHARE
Hungary;;55,20%;0,552;0,552;national register;;SHARE
Hungary;;;;;;;SHARE
Ireland;;;;;;;SHARE
Ireland;;;;;;;SHARE
Italy;;44,90%;0,449;0,449;;CAPI;SHARE
Italy;;43,40%;0,434;0,434;;;SHARE
Latvia;;61,80%;0,618;0,618;national register;;SHARE
Latvia;;;;;;;SHARE
Lithuania;;62,90%;0,629;0,629;;;SHARE
Lithuania;;;;;;;SHARE
Luxembourg;;30,30%;0,303;0,303;;CAPI;SHARE
Luxembourg;;32,50%;0,325;0,325;;;SHARE
Malta;;46,10%;0,461;0,461;;;SHARE
Malta;;;;;;;SHARE
Netherlands;;48,90%;0,489;0,489;national register;CAPI;SHARE
Netherlands;;40,00%;0,4;0,4;national register;;SHARE
Poland;;41,70%;0,417;0,417;national register;CAPI;SHARE
Poland;;50,20%;0,502;0,502;national register;;SHARE
Portugal;;42,80%;0,428;0,428;;;SHARE
Portugal;;;;;;;SHARE
Romania;;53,20%;0,532;0,532;postal address file;;SHARE
Romania;;;;;;;SHARE
Slovakia;;39,60%;0,396;0,396;telephone directory;;SHARE
Slovakia;;;;;;;SHARE
Slovenia;;45,10%;0,451;0,451;national register;CAPI;SHARE
Slovenia;;41,00%;0,41;0,41;national register;;SHARE
Spain;;60,40%;0,604;0,604;national register;CAPI;SHARE
Spain;;63,10%;0,631;0,631;national register;;SHARE
Sweden;;39,30%;0,393;0,393;national register;CAPI;SHARE
Sweden;;35,70%;0,357;0,357;national register;;SHARE
Albania;;;;;;;SHARE
Albania;;;;;;;SHARE
Iceland;;;;;;;SHARE
Iceland;;;;;;;SHARE
Montenegro;;;;;;;SHARE
Montenegro;;;;;;;SHARE
North Macedonia (FYROM);;;;;;;SHARE
North Macedonia (FYROM);;;;;;;SHARE
Norway;;;;;;;SHARE
Norway;;;;;;;SHARE
Serbia;;;;;;;SHARE
Serbia;;;;;;;SHARE
Switzerland;;54,90%;0,549;0,549;national register;CAPI;SHARE
Switzerland;;61,00%;0,61;0,61;telephone directory;;SHARE
Turkey;;;;;;;SHARE
Turkey;;;;;;;SHARE
United Kingdom;;;;;;;SHARE
United Kingdom;;;;;;;SHARE
Austria;2016;51,50%;0,515;0,515;national register;CAPI, CAWI;AES
Austria;2011;43,40%;0,434;0,434;;CAPI;AES
Belgium;2016;32,20%;0,322;0,322;national register;;AES
Belgium;2011;42,40%;0,424;0,424;national register;CAWI, Postal;AES
Bulgaria;2016;77,20%;0,772;0,772;census register;PAPI;AES
Bulgaria;2011;87,90%;0,879;0,879;census register;PAPI;AES
Croatia;2016;66,50%;0,665;0,665;census register;CAPI;AES
Croatia;;;;;;;AES
Cyprus;2016;85,40%;0,854;0,854;census register;CAPI;AES
Cyprus;2011;91,20%;0,912;0,912;;CAPI;AES
Czechia;2016;83,40%;0,834;0,834;census register;CAPI, CATI, PAPI;AES
Czechia;2011;68,80%;0,688;0,688;;CAPI;AES
Denmark;2016;43,70%;0,437;0,437;national register;CATI, CAWI;AES
Denmark;2011;62,70%;0,627;0,627;;CATI, CAWI;AES
Estonia;2016;73,70%;0,737;0,737;;CAPI, CATI;AES
Estonia;2011;63,40%;0,634;0,634;;CAPI, CATI;AES
Finland;2016;56,20%;0,562;0,562;national register;CAWI, CAPI;AES
Finland;2011;68,00%;0,68;0,68;;CAPI, CATI;AES
France;2016;72,00%;0,72;0,72;census register;CAPI;AES
France;2011;77,60%;0,776;0,776;;CAPI;AES
Germany;2016;16,20%;0,162;0,162;random route;CAPI;AES
Germany;2011;49,70%;0,497;0,497;;CAPI;AES
Greece;2016;60,20%;0,602;0,602;census register;PAPI;AES
Greece;2011;64,10%;0,641;0,641;;PAPI, Telephone;AES
Hungary;2016;53,50%;0,535;0,535;census register;CAPI;AES
Hungary;2011;73,50%;0,735;0,735;;PAPI;AES
Ireland;2016;48,30%;0,483;0,483;census register;CAPI;AES
Ireland;2011;;;;;CAPI;AES
Italy;2016;21,90%;0,219;0,219;;CATI;AES
Italy;2011;45,40%;0,454;0,454;;CAPI, CATI;AES
Latvia;2016;68,00%;0,68;0,68;census register;CAWI, CAPI, CATI;AES
Latvia;2011;56,00%;0,56;0,56;;CAPI;AES
Lithuania;2016;69,30%;0,693;0,693;national register;CAPI, CAWI;AES
Lithuania;2011;77,00%;0,77;0,77;;CAPI, PAPI;AES
Luxembourg;2016;54,60%;0,546;0,546;national register;CAWI;AES
Luxembourg;2011;41,70%;0,417;0,417;;CAWI;AES
Malta;2016;76,70%;0,767;0,767;national register;CAPI?;AES
Malta;2011;92,60%;0,926;0,926;;PAPI;AES
Netherlands;2016;45,20%;0,452;0,452;national register;CAWI, CATI;AES
Netherlands;2011;55,90%;0,559;0,559;;CATI;AES
Poland;2016;54,10%;0,541;0,541;dwelling register;CAPI, PAPI;AES
Poland;2011;86,70%;0,867;0,867;;PAPI;AES
Portugal;2016;69,70%;0,697;0,697;dwelling register;;AES
Portugal;2011;94,50%;0,945;0,945;;CAPI;AES
Romania;2016;83,40%;0,834;0,834;;F2F;AES
Romania;2011;87,00%;0,87;0,87;;PAPI;AES
Slovakia;2016;83,50%;0,835;0,835;census register;;AES
Slovakia;2011;67,00%;0,67;0,67;;PAPI;AES
Slovenia;2016;65,20%;0,652;0,652;national register;CAWI, CATI, CAPI;AES
Slovenia;2011;59,00%;0,59;0,59;;CAPI, CATI;AES
Spain;2016;80,20%;0,802;0,802;;CAPI, CATI, CAWI;AES
Spain;2011;86,90%;0,869;0,869;;CAPI;AES
Sweden;2016;45,10%;0,451;0,451;national register;;AES
Sweden;2011;65,90%;0,659;0,659;;CAPI, CATI;AES
Albania;2016;78,70%;0,787;0,787;census register;PAPI;AES
Albania;;;;;;;AES
Iceland;;;;;;;AES
Iceland;;;;;;;AES
Montenegro;;;;;;;AES
Montenegro;;;;;;;AES
North Macedonia (FYROM);2016;84,50%;0,845;0,845;census register;;AES
North Macedonia (FYROM);;;;;;;AES
Norway;2016;54,50%;0,545;0,545;national register;CAWI, CATI;AES
Norway;2011;56,40%;0,564;0,564;;CAPI, CATI;AES
Serbia;2016;80,20%;0,802;0,802;census register;CAPI;AES
Serbia;2011;82,20%;0,822;0,822;;CAPI, CATI;AES
Switzerland;2016;42,90%;0,429;0,429;national register;CATI;AES
Switzerland;2011;53,00%;0,53;0,53;;CATI;AES
Turkey;2016;94,30%;0,943;0,943;address register;CAPI;AES
Turkey;;;;;;;AES
United Kingdom;2016;52,50%;0,525;0,525;;CATI;AES
United Kingdom;2011;57,00%;0,57;0,57;;CAPI;AES
Austria;2009;60,70%;0,607;0,607;national register;CAPI;GGS
Austria;2013;58,00%;0,58;0,58;national register;CAPI;GGS
Belgium;2010;41,80%;0,418;0,418;national register;CAPI;GGS
Belgium;;;;;;;GGS
Bulgaria;2005;78,10%;0,781;0,781;census register;PAPI;GGS
Bulgaria;2007;72,70%;0,727;0,727;;PAPI;GGS
Croatia;;;;;;;GGS
Croatia;;;;;;;GGS
Cyprus;;;;;;;GGS
Cyprus;;;;;;;GGS
Czechia;2005;42%;0,42;0,42;random route;PAPI;GGS
Czechia;2009;47%;0,47;0,47;;CAPI/CASI;GGS
Denmark;;;;;;;GGS
Denmark;;;;;;;GGS
Estonia;2005;70,20%;0,702;0,702;census register;PAPI/SAPQ;GGS
Estonia;;;;;;;GGS
Finland;;;;;;;GGS
Finland;;;;;;;GGS
France;2005;66,80%;0,668;0,668;census register;CAPI;GGS
France;2008;;;;;;GGS
Germany;2005;55,40%;0,554;0,554;random route;CAPI;GGS
Germany;2009;;;;;;GGS
Greece;;;;;;;GGS
Greece;;;;;;;GGS
Hungary;2005;;;;random route;PAPI;GGS
Hungary;2009;83,20%;0,832;0,832;;;GGS
Ireland;;;;;;;GGS
Ireland;;;;;;;GGS
Italy;2004;;;;national register;PAPI;GGS
Italy;2007;;;;;CATI;GGS
Latvia;;;;;;;GGS
Latvia;;;;;;;GGS
Lithuania;2006;35,60%;0,356;0,356;random route;PAPI;GGS
Lithuania;2009;;;;;;GGS
Luxembourg;;;;;;;GGS
Luxembourg;;;;;;;GGS
Malta;;;;;;;GGS
Malta;;;;;;;GGS
Netherlands;2004;44,60%;0,446;0,446;postal address file;CAPI/SAPQ;GGS
Netherlands;2007;73%;0,73;0,73;;CAPI/CATI/CAWI;GGS
Poland;2011;;;;random route;PAPI;GGS
Poland;2015;;;;random route;PAPI;GGS
Portugal;;;;;;;GGS
Portugal;;;;;;;GGS
Romania;2005;85,80%;0,858;0,858;random route;PAPI;GGS
Romania;;;;;;;GGS
Slovakia;;;;;;;GGS
Slovakia;;;;;;;GGS
Slovenia;;;;;;;GGS
Slovenia;;;;;;;GGS
Spain;;;;;;;GGS
Spain;;;;;;;GGS
Sweden;2013;54,70%;0,547;0,547;national register;CATI/SAPQ/Register;GGS
Sweden;;;;;;;GGS
Albania;;;;;;;GGS
Albania;;;;;;;GGS
Iceland;;;;;;;GGS
Iceland;;;;;;;GGS
Montenegro;;;;;;;GGS
Montenegro;;;;;;;GGS
North Macedonia (FYROM);;;;;;;GGS
North Macedonia (FYROM);;;;;;;GGS
Norway;2008;60,20%;0,602;0,602;national register;CATI/SAPQ/Register;GGS
Norway;;;;;;;GGS
Serbia;;;;;;;GGS
Serbia;;;;;;;GGS
Switzerland;;;;;;;GGS
Switzerland;;;;;;;GGS
Turkey;;;;;;;GGS
Turkey;;;;;;;GGS
United Kingdom;;;;;;;GGS
United Kingdom;;;;;;;GGS
Austria;2017;41,80%;0,4179;0,4179;;CAPI;EVS
Austria;2008;66,80%;0,66755084;0,66755084;census register;CAPI;EVS
Belgium;;;;;;;EVS
Belgium;2008;50,00%;0,499503476;0,499503476;national register;CAPI;EVS
Bulgaria;2017;66,80%;0,6681;0,6681;;PAPI;EVS
Bulgaria;2008;72,90%;0,728508985;0,728508985;census register;PAPI;EVS
Croatia;2017;23,00%;0,2304;0,2304;;CAPI;EVS
Croatia;2008;60,10%;0,601103666;0,601103666;census register;PAPI;EVS
Cyprus;;;;;;;EVS
Cyprus;2008;87,60%;0,875656743;0,875656743;census register;;EVS
Czechia;2017;62,40%;0,624;0,624;;CAPI / PAPI;EVS
Czechia;2008;60,80%;0,608013356;0,608013356;;CAPI;EVS
Denmark;2017;50,60%;0,5063;0,5063;;CAPI, CAWI/Mail;EVS
Denmark;2008;51,10%;0,510847458;0,510847458;;CAPI;EVS
Estonia;2017;32,10%;0,3212;0,3212;;CAPI, CAWI/Mail;EVS
Estonia;2008;65,60%;0,656290532;0,656290532;;PAPI;EVS
Finland;2017;27,30%;0,2725;0,2725;;CAPI, CAWI/Mail;EVS
Finland;2008;87,20%;0,872307692;0,872307692;;Online (Internet Panel), CAPI/CATI;EVS
France;2017;33,00%;0,33;0,33;;CAPI;EVS
France;2008;37,60%;0,375907839;0,375907839;;CAPI;EVS
Germany;2017;39,00%;0,39;0,39;;CAPI, CAWI/Mail;EVS
Germany;2008;40,30%;0,403225806;0,403225806;local registers;CAPI;EVS
Greece;;;;;;;EVS
Greece;2008;32,90%;0,328803157;0,328803157;;PAPI;EVS
Hungary;2017;33,10%;0,3307;0,3307;;CAPI;EVS
Hungary;2008;50,80%;0,507547803;0,507547803;dwelling register;CAPI;EVS
Ireland;2008;;;;;PAPI;EVS
Ireland;2008;47,00%;0,470260223;0,470260223;electoral register;PAPI;EVS
Italy;2017;47,60%;0,4764;0,4764;;CAPI;EVS
Italy;2008;60,80%;0,6076;0,6076;;PAPI;EVS
Latvia;;;;;;;EVS
Latvia;2008;72,10%;0,721264368;0,721264368;;PAPI;EVS
Lithuania;2017;39,40%;0,3937;0,3937;;PAPI;EVS
Lithuania;2008;64,90%;0,648508431;0,648508431;;PAPI;EVS
Luxembourg;;;;;;;EVS
Luxembourg;2008;30,80%;0,307662908;0,307662908;;PAPI;EVS
Malta;;;;;;;EVS
Malta;2008;33,60%;0,336096796;0,336096796;;PAPI;EVS
Netherlands;2017;47,60%;0,4764;0,4764;;CAPI, CAWI;EVS
Netherlands;2008;48,90%;0,48929471;0,48929471;postal address file;CAPI;EVS
Poland;2017;38,30%;0,3829;0,3829;;CAPI;EVS
Poland;2008;82,90%;0,829214717;0,829214717;;PAPI;EVS
Portugal;;;;;;;EVS
Portugal;2008;69,60%;0,69578853;0,69578853;;CAPI;EVS
Romania;2017;74,20%;0,7422;0,7422;;CAPI;EVS
Romania;2008;53,20%;0,531595859;0,531595859;;PAPI;EVS
Slovakia;2017;65,40%;0,6544;0,6544;;CAPI;EVS
Slovakia;2008;56,40%;0,564074074;0,564074074;;PAPI;EVS
Slovenia;2017;59,70%;0,5965;0,5965;;CAPI;EVS
Slovenia;2008;60,70%;0,607111111;0,607111111;national register;PAPI;EVS
Spain;2017;29,20%;0,292;0,292;;CAPI;EVS
Spain;2008;50,80%;0,507958009;0,507958009;;CAPI;EVS
Sweden;2017;21,20%;0,212;0,212;;CAPI;EVS
Sweden;2008;45,70%;0,456538462;0,456538462;national register;Postal Questionnaire ;EVS
Albania;2017;85,90%;0,8591;0,8591;;PAPI;EVS
Albania;2008;87,60%;0,876070817;0,876070817;;PAPI;EVS
Iceland;2017;42,80%;0,428;0,428;;CAPI/PAPI, CAWI/Mail;EVS
Iceland;2008;53,80%;0,538;0,538;national register;CAPI;EVS
Montenegro;;;;;;;EVS
Montenegro;2008;71,70%;0,717017208;0,717017208;census register;PAPI;EVS
North Macedonia (FYROM);;;;;;;EVS
North Macedonia (FYROM);2008;87,70%;0,877314815;0,877314815;census register;PAPI;EVS
Norway;2017;54,80%;0,5478;0,5478;;CAPI/CATI;EVS
Norway;2008;56,40%;0,563598759;0,563598759;;CAPI;EVS
Serbia;2017;68,40%;0,684;0,684;;CAPI;EVS
Serbia;2008;68,10%;0,680774426;0,680774426;census register;PAPI;EVS
Switzerland;2017;45,30%;0,4533;0,4533;;CAPI, CAWI/Mail;EVS
Switzerland;2008;42,80%;0,427609428;0,427609428;postal address file;CAPI;EVS
Turkey;;;;;;;EVS
Turkey;2008;54,80%;0,548424201;0,548424201;;PAPI;EVS
United Kingdom;2017;39,60%;0,396;0,396;;CAPI;EVS
